12-05-01-18-22-35,2/10/2017,158496424.00,0
32-47-18-26-57-58,2/12/2017,163993180.00,0
03-34-06-13-07-19,2/14/2017,166168836.00,0
41-44-08-26-15-01,2/17/2017,171602000.00,0
09-03-40-53-27-20,2/19/2017,177204800.00,0
35-48-29-56-17-33,2/21/2017,180476548.00,0
49-22-39-42-25-47,2/24/2017,186053028.00,0
11-34-46-02-27-45,2/26/2017,191732988.00,0
11-26-20-19-56-31,2/28/2017,195942668.00,0
17-36-44-32-19-33,3/3/2017,202094084.00,0
21-34-58-14-57-09,3/5/2017,208548316.00,0
28-10-50-38-36-24,3/7/2017,213785808.00,0
34-27-02-17-15-38,3/10/2017,222461092.00,0
16-02-10-09-54-35,3/12/2017,229801040.00,0
06-07-19-16-36-04,3/14/2017,236039676.00,0
19-24-58-15-09-14,3/17/2017,245373452.00,0
51-48-04-39-09-19,3/19/2017,253374080.00,0
24-53-10-38-04-49,3/21/2017,260552992.00,0
30-18-43-37-09-39,3/24/2017,269964732.00,0
39-17-44-01-12-13,3/26/2017,278292336.00,0
10-21-23-06-27-09,3/28/2017,286007372.00,3
01-03-43-16-08-24,3/31/2017,50000000.00,0
22-48-57-12-33-43,4/2/2017,50000000.00,0
23-21-30-26-44-34,4/4/2017,50000000.00,0
36-49-58-46-03-02,4/7/2017,50000000.00,0
57-24-45-50-25-40,4/9/2017,50000000.00,0
51-13-06-25-15-58,4/11/2017,50000000.00,0
03-06-24-15-18-38,4/18/2017,50000000.00,0
24-23-34-02-29-32,4/21/2017,50000000.00,0
47-09-06-48-56-17,4/23/2017,50000000.00,0
03-27-23-29-47-57,4/25/2017,50000000.00,0
14-44-46-56-31-16,4/28/2017,50000000.00,0
33-38-29-57-31-53,4/30/2017,50000000.00,0
22-34-25-23-18-33,5/2/2017,50000000.00,0
26-33-58-56-39-37,5/5/2017,50000000.00,0
31-52-44-57-21-45,5/7/2017,50000000.00,0
18-15-58-30-07-05,5/9/2017,50000000.00,0
02-16-11-49-18-03,5/12/2017,50000000.00,0
56-13-58-17-20-08,5/14/2017,50000000.00,0
08-26-48-41-47-39,5/16/2017,51329860.00,0
30-11-50-54-28-15,5/19/2017,54323568.00,0
05-08-45-09-46-36,5/21/2017,57381244.00,0
22-33-21-57-14-41,5/23/2017,59789192.00,0
58-47-43-22-44-12,5/26/2017,62694664.00,0
36-17-39-35-40-11,5/28/2017,65813936.00,0
03-21-54-15-20-12,5/30/2017,68118984.00,0
47-32-53-02-45-11,6/2/2017,71188576.00,0
29-28-10-36-33-03,6/4/2017,74359852.00,0
09-04-08-23-29-16,6/6/2017,76884280.00,0
16-06-23-36-20-56,6/9/2017,79892232.00,0
23-03-14-56-58-04,6/11/2017,83179928.00,0
08-52-20-19-48-36,6/13/2017,85983280.00,0
31-50-06-12-16-40,6/16/2017,90029392.00,0
39-34-28-45-20-50,6/18/2017,93577516.00,0
22-24-23-54-46-43,6/20/2017,96489388.00,0
36-32-25-51-43-31,6/23/2017,100699088.00,0
51-28-36-01-40-56,6/25/2017,104429576.00,0
46-57-38-34-43-10,6/27/2017,107714940.00,0
03-42-38-33-30-47,6/30/2017,112416016.00,0
58-29-26-14-52-51,7/2/2017,116420776.00,0
51-53-16-32-41-40,7/4/2017,119926976.00,0
15-38-22-52-56-02,7/7/2017,124588276.00,0
45-21-16-20-38-29,7/9/2017,128788612.00,0
52-29-28-05-33-41,7/11/2017,132364656.00,0
14-36-08-34-50-53,7/14/2017,137135100.00,0
54-51-43-38-09-56,7/16/2017,141512652.00,0
45-46-25-39-01-42,7/18/2017,145231512.00,0
07-14-36-08-42-27,7/21/2017,150409996.00,0
52-08-27-14-19-53,7/23/2017,154846068.00,0
04-56-35-38-57-49,7/25/2017,158719248.00,0
44-29-15-50-39-54,7/28/2017,163744040.00,0
20-55-47-52-12-57,7/30/2017,168312456.00,0
53-14-23-02-58-20,8/1/2017,172288792.00,0
36-50-26-58-25-16,8/4/2017,177685184.00,0
54-08-45-07-23-19,8/6/2017,182510372.00,0
07-19-14-24-08-18,8/8/2017,186845400.00,0
16-31-44-02-51-13,8/11/2017,192590568.00,0
03-47-30-35-16-08,8/13/2017,197729664.00,0
07-54-14-10-04-49,8/15/2017,202500112.00,0
48-44-50-56-08-07,8/18/2017,208845872.00,0
21-05-55-51-30-34,8/20/2017,214475560.00,0
50-16-22-14-09-47,8/22/2017,219430016.00,0
35-06-01-41-40-42,8/25/2017,226005508.00,0
40-08-49-11-02-29,8/27/2017,231912740.00,0
19-06-26-43-33-40,8/29/2017,237285788.00,0
32-06-35-50-30-14,9/1/2017,244609324.00,0
30-16-04-17-41-01,9/3/2017,251105692.00,0
03-27-17-12-20-06,9/5/2017,256832816.00,2
31-03-52-34-22-15,9/8/2017,50000000.00,0
34-37-39-26-23-10,9/10/2017,50000000.00,0
52-17-58-09-19-10,9/12/2017,50000000.00,0
02-27-24-04-50-46,9/15/2017,50000000.00,0
10-17-03-35-50-44,9/17/2017,50000000.00,0
57-06-47-36-52-56,9/19/2017,50000000.00,0
23-33-02-47-40-06,9/22/2017,50000000.00,0
17-54-29-13-08-10,9/24/2017,50000000.00,0
01-15-26-55-21-11,9/26/2017,50000000.00,0
54-13-06-23-01-15,9/29/2017,50000000.00,0
40-57-02-41-47-27,10/1/2017,50000000.00,0
36-37-17-54-22-25,10/3/2017,50000000.00,0
42-32-27-10-15-03,10/6/2017,50000000.00,0
07-37-24-08-32-22,10/8/2017,50000000.00,0
56-11-14-46-58-47,10/10/2017,50000000.00,0
54-37-53-29-41-50,10/13/2017,50000000.00,0
14-02-04-57-05-17,10/15/2017,49500000.00,0
07-41-34-12-10-36,10/17/2017,49655263.00,0
26-43-24-35-14-57,10/20/2017,52510527.00,0
11-10-03-29-02-25,10/22/2017,55309079.00,0
08-34-02-38-30-57,10/24/2017,57644065.00,0
23-46-54-29-24-07,10/27/2017,60873267.00,0
04-21-12-47-09-42,10/29/2017,63897792.00,0
19-54-28-06-32-26,10/31/2017,66296107.00,0
46-25-58-44-41-19,11/3/2017,69801348.00,0
55-48-54-51-45-50,11/5/2017,73123832.00,0
57-04-02-38-21-44,11/7/2017,75927563.00,0
35-47-43-40-10-14,11/10/2017,79533318.00,0
12-44-14-18-31-16,11/12/2017,83125200.00,0
11-18-23-10-41-34,11/14/2017,86106664.00,0
17-12-51-26-21-08,11/17/2017,90031527.00,0
14-51-49-27-24-22,11/19/2017,93635004.00,0
22-58-54-51-10-27,11/21/2017,96845032.00,0
45-08-33-12-17-58,11/24/2017,100801652.00,0
10-52-30-41-12-06,11/26/2017,104836868.00,0
12-42-09-52-55-06,11/28/2017,108398216.00,0
03-52-30-17-08-01,12/1/2017,113013024.00,0
15-40-43-14-47-23,12/3/2017,117578112.00,0
39-57-01-20-40-22,12/5/2017,121795296.00,0
13-51-28-05-44-04,12/8/2017,126633300.00,0
45-53-22-24-47-05,12/10/2017,131543388.00,0
26-49-22-03-41-44,12/12/2017,136296836.00,0
51-39-38-43-25-02,12/15/2017,141572552.00,0
22-35-45-40-37-26,12/17/2017,146793404.00,0
13-50-08-45-07-16,12/19/2017,151515956.00,0
51-22-32-43-19-02,12/22/2017,157641372.00,0
57-37-35-05-49-36,12/24/2017,160850876.00,0
22-41-09-44-35-46,12/26/2017,165205844.00,0
15-57-01-12-24-09,12/29/2017,171894552.00,0
43-06-14-24-15-25,12/31/2017,175912360.00,0
33-39-10-26-07-32,1/2/2018,180473296.00,0
21-57-26-29-16-04,1/5/2018,187556992.00,0
56-45-39-35-42-14,1/7/2018,193694784.00,0
39-12-31-16-29-17,1/9/2018,199439260.00,0
24-10-18-40-33-01,1/12/2018,207009728.00,0
15-53-55-12-34-14,1/14/2018,213639956.00,0
01-41-31-13-29-24,1/16/2018,219845372.00,0
50-32-15-53-29-52,1/19/2018,227832524.00,0
12-40-21-44-57-28,1/21/2018,234720908.00,0
19-17-13-53-56-15,1/23/2018,241347228.00,0
07-57-51-08-53-16,1/26/2018,249644180.00,0
09-49-47-43-16-42,1/28/2018,257261016.00,0
07-10-13-15-03-55,1/30/2018,264810720.00,0
56-34-53-01-28-46,2/2/2018,274007004.00,0
48-57-13-51-02-15,2/4/2018,282395352.00,0
57-53-39-50-35-18,2/6/2018,290871392.00,0
46-07-17-01-41-34,2/9/2018,300925144.00,0
28-49-46-32-29-54,2/11/2018,310632972.00,0
33-05-38-51-52-10,2/13/2018,320056960.00,0
15-31-28-25-42-11,2/16/2018,331971464.00,2
05-20-43-25-48-35,2/18/2018,49500000.00,0
32-18-33-08-01-29,2/20/2018,49500000.00,0
17-01-08-24-39-07,2/23/2018,49500000.00,0
53-30-47-54-02-35,2/25/2018,49500000.00,0
19-17-23-06-54-27,2/27/2018,49500000.00,0
28-39-46-22-25-26,3/2/2018,49500000.00,0
58-26-11-51-43-39,3/4/2018,49500000.00,0
57-56-17-36-18-07,3/6/2018,49500000.00,0
44-06-01-53-45-27,3/9/2018,49500000.00,0
13-11-16-40-55-25,3/11/2018,49500000.00,0
49-09-30-50-33-04,3/13/2018,49500000.00,0
42-55-46-30-02-58,3/16/2018,49500000.00,0
15-39-38-13-34-51,3/18/2018,49500000.00,0
31-18-06-48-15-58,3/20/2018,49500000.00,0
16-54-41-06-29-46,3/23/2018,49500000.00,0
49-25-01-22-34-08,3/25/2018,49500000.00,0
21-38-24-16-22-50,3/27/2018,49500000.00,0
14-46-17-05-06-26,4/3/2018,50297077.00,0
18-48-36-07-20-16,4/6/2018,53421169.00,0
14-25-35-31-48-08,4/8/2018,56344330.00,0
31-15-30-13-53-04,4/10/2018,58876540.00,0
47-20-08-15-34-50,4/13/2018,62306981.00,0
24-37-15-53-05-49,4/15/2018,65380254.00,0
15-18-27-40-37-42,4/17/2018,67994400.00,0
53-04-45-30-12-29,4/20/2018,71388699.00,0
24-18-37-11-02-51,4/22/2018,74480381.00,0
04-54-51-55-30-06,4/24/2018,77114934.00,0
11-03-30-37-38-41,4/27/2018,80558154.00,0
58-15-37-46-01-44,4/29/2018,83695951.00,0
48-28-51-15-39-42,5/1/2018,86323181.00,0
11-15-56-38-53-45,5/4/2018,89830023.00,0
07-34-51-06-10-21,5/6/2018,93059561.00,0
19-27-07-46-18-53,5/8/2018,95877129.00,0
51-31-22-19-02-32,5/11/2018,99542140.00,0
46-11-21-24-19-57,5/13/2018,103138604.00,0
32-15-23-10-18-22,5/15/2018,106590252.00,0
25-26-36-03-33-56,5/18/2018,111122872.00,0
09-23-07-37-32-40,5/20/2018,115266992.00,0
32-57-01-49-09-19,5/22/2018,119378952.00,0
34-14-19-22-10-43,5/25/2018,124321564.00,0
34-45-14-40-01-13,5/27/2018,128900984.00,0
25-49-10-37-26-06,5/29/2018,133174580.00,0
26-08-43-22-27-12,6/1/2018,138783220.00,0
01-53-27-11-43-18,6/3/2018,143924112.00,0
44-35-39-34-03-50,6/5/2018,148609676.00,0
49-31-39-05-41-43,6/8/2018,154272556.00,0
54-22-17-08-48-05,6/10/2018,159440596.00,0
48-18-57-09-28-53,6/12/2018,164144492.00,0
07-56-37-17-49-11,6/15/2018,170217528.00,0
46-01-05-11-07-21,6/17/2018,176027440.00,0
49-57-52-28-03-06,6/19/2018,181477292.00,0
03-22-52-50-47-44,6/22/2018,187796520.00,0
17-24-10-58-25-11,6/24/2018,193938284.00,0
55-34-16-31-40-23,6/26/2018,199715276.00,0
